Complaint Text,Category
yes I filed a claim amp hope to receive by luggage by am Ridiculous as I had to purchase items to go to sleep amp no reimbursement,Lost Luggage
UA ORDLHR bags are being loaded min Late Flight Frigid air into cabin Plane feels like falling apart Upgrade long haul fleet,Bad Flight
Flight attendant never served me my beverage tea and not once checked up on me What gives ua notcool,Flight Attendant Complaints
After our unscheduled refueling stop and missing connecting flights we r home n looking ward to our bed and a big PBampJ sandwich,Late Flight
UA sitting at EWR nearly an hour after sked Pilot says computers down but no clue when we will leave Can you help,Late Flight
I received my luggage that also looked to be left in the snow when I arrived Im asking for all people to be refunded,Damaged Luggage
updated A aircraft has wifi and device entertainment but no outlets I dont get it How can I charge devices,Bad Flight
was no one between the scan and inside the plane I just asked the people in line around me where the plane was going,Customer Service Issue
gate changes two delays Even the crew thinks the airline sucks,Late Flight
Im very frustrated and have wasted days now due to your equipment failures,Cancelled Flight
computers are down but you stopped giving updates and took my flight info off the app Thats just ridiculous keep people updated,Customer Service Issue
Soooo its been days and youve offered no response So I assume poor treatment by gate agents is the norm now,Customer Service Issue
Calls to resulted in hrs of hold time amp day wait to check suspect code share fare Nothing investigatedmy time wasted,Customer Service Issue
Its taken weeks for Cust Care to respond to Case requesting a refund for wifi not working Where can I get an update,Customer Service Issue
Thats correctIve spent hours trying to book online only to receive an error when clicking final purchase button,Flight Booking Problems
Today was not your finest All could have been prevented by one gate agent advising passengers,Late Flight
what is the real deal with the delay on flight UA from Denver to Vegas,Late Flight
UA from Madrid arrived no agent mass confusion we sent to and fro by UA employees MaryJo was rude and unhelpful,Flight Attendant Complaints
system failure again bad trend Software projects are like flying an airplane theres no such thing as an emergency takeoff,Bad Flight
lots of reports of system failures delaying flights over the last week Currently sitting on the tarmac at OGG for over an hour,Late Flight
however is completely under your controlthe price was and still is displayed on,Customer Service Issue
can you tell me how to file a claim for clothing that had to be purchased,Lost Luggage
GRKM is the file reference,Lost Luggage
we wouldhow do I contact you to discuss A few poor experiences with customer service but would give it a shot,Customer Service Issue
UA Pacific Rim and Date Night cut out Not constantly or randomly but one spot repeatably,Bad Flight
I send an email about my bad experience and you send back a generic response Yet another reason why Ill never fly with you again,Customer Service Issue
here is the ticket please refund my unnecessary upgrade fee,Flight Booking Problems
is horrible They lost our carseat and expect us to use a loner carseat safety regulations say its illegal to use a used car seat,Bad Flight
I dont care that a link showed me a wrong price on your siteits your site amp responsibility to ensure correctness,Flight Booking Problems
He needs to get to home the th theyre telling him itll be the th night Is there compensation or anything that can be done,Cancelled Flight
wonderful bag claim people finally have my bag But why did I catch earlier flight Original flight just landed wastedtime,Lost Luggage
days Late Flightr and my bag has not left IAD United is not helping at all Everyone tells me a different story,Lost Luggage
how do you lose a gate checked bag DEN to ORD Direct flight Ugh,Lost Luggage
caught earlier flight to ORD Gate checked bag and youve lost it at OHare original flight lands in minutes frustrating,Lost Luggage
Can you please follow for a Dm on a missing bag,Lost Luggage
